Title,Year,Age,IMDb,Rotten Tomatoes
Fifty Pills,2006,18+,5,none
Loitering with Intent,2014,none,4.5,33%
Too Much Johnson,1938,none,5.9,none
A Dark Reflection,2015,none,5.1,none
Strike One,2014,none,4.5,none
The Playground,2017,none,4.4,none
C.I.D.,1956,none,7.4,none
Dog Gone,2008,7+,4.7,none
Magnificent Warriors,1987,18+,6.4,none
The Dead Pit,1989,18+,5.4,none
Poetry in Motion,1982,13+,7.1,none
Jack Boyz,2019,none,7.7,none
Home Sweet Home,2013,18+,4.7,none
India: Kingdom of the Tiger,2002,all,6.2,80%
New Year's Evil,1980,18+,4.8,14%
Road 47,2014,none,6.3,none
Rag Tag,2006,none,5.7,none
Alex and Leo,2010,18+,5.3,none
Delivering Milo,2001,7+,5.8,none
Perfect Creature,2007,18+,5.4,none
The Bloodstained Butterfly,1971,none,6.4,none
Hubble: 15 Years of Discovery,2005,none,7.5,none
Pickin' and Grinnin',2010,18+,6.4,none
Why We Fight: The Battle of China,1944,none,7,none
Sequoia,2014,none,6.4,none
9-Ball,2012,none,5.6,none
Cruel Summer,2016,none,5.3,none
La Gunguna,2015,18+,7.2,none
Closed Season,2013,none,7,none
Anonymous,2004,none,4.7,20%
The Two Thieves,2014,none,8.3,none
Just to Get a Rep,2004,13+,7.9,none
Tempting Fate,2014,none,7.9,none
Old Enough,1984,7+,6.5,none
Citizen Duane,2006,13+,5.1,33%
Stressed to Kill,2016,none,5.6,none
Vine of the Soul: Encounters with Ayahuasca,2010,none,6.5,none
Imaginary Friend,2012,13+,5.7,none
Shadow Nation,2015,none,8.7,none
Many Beautiful Things,2015,none,7.5,none
Mad Doctor of Blood Island,1969,none,4.8,none
Daddy,2015,13+,5.7,none
Gross Misconduct,1993,none,5.3,none
Someday This Pain Will Be Useful to You,2011,none,5.8,9%
Shirin in Love,2014,16+,5,21%
Neon Maniacs,1986,18+,5.1,none
Grateful Dead: Truckin Up to Buffalo,1989,none,8.4,none
The Ultimate Legacy,2015,7+,5.9,none
Colin & Brad: Two Man Group,2011,none,7.6,none
One Under the Sun,2017,16+,3.5,none
Monsters Wanted,2013,none,6.2,none
Caffeine,2007,18+,5.5,none
The Sand Castle,1977,none,7,none
Wedding in White,1972,18+,6.6,none
Bulldog Drummond's Secret Police,1939,none,6.3,none
Crawlspace,2013,none,4.7,none
Devoured,2012,18+,5.4,none
27: Gone Too Soon,2018,7+,4.8,none
Enigma,1982,7+,6,none
Screaming Queens: The Riot at Compton's Cafeteria,2005,none,7.6,none
An Ordinary Family,2012,none,6.2,none
Loft,2005,18+,5.5,none
The Family Tree,2011,18+,5.4,10%
Rogue Male,1976,none,6.7,none
Tupac Shakur: Before I Wake,2001,13+,7.3,none
My Lucky Star,2013,none,5.1,50%
The Rise and Fall of the Third Reich,1968,none,7.9,none
The Assailant,2009,18+,5.8,none
Like a Country Song,2014,13+,5.3,none
The Amazing Transparent Man,1960,none,4,40%
Honest Man: The Life of R. Budd Dwyer,2010,none,7.3,none
GasHole,2010,none,7,none
Margaret Cho: PsyCHO,2015,18+,6.1,none
A Lady Takes a Chance,1943,none,6.5,none
Hide Away,2012,13+,5.7,42%
The Angry Red Planet,1959,none,5.3,none
Autopsy 4: The Dead Speak,1997,18+,7.9,none
Troubled Waters,2007,18+,5.1,none
The Rowdy Girls,2000,18+,3.7,none
Billy the Kid and the Green Baize Vampire,1985,none,5.5,none
The Tombs,2019,none,3,none
Piccadilly Jim,2005,none,6,none
The Black Sleep,1956,none,6.1,none
Number One,1969,13+,5.6,none
Ojukokoro (Greed),2016,none,8,none
1920: Evil Returns,2012,13+,4.8,none
The Children of Sanchez,1978,18+,6.4,none
A Romance of the Redwoods,1917,none,5.7,none
Miffy the Movie,2013,all,6.1,none
420 - The Documentary,2013,none,7.8,none
Yellow Colt,2014,none,8.6,none
Selfie from Hell,2015,none,5.5,none
The War of 1812,2011,none,7.2,none
Classic Albums: Frank Zappa - Apostrophe (') Over-Nite Sensation,2007,all,8,none
Chandamama Lo Amrutham,2014,none,7.2,none
Code 2600,2011,7+,7.3,none
Alex & the List,2018,7+,4.5,none
Raven's Touch,2015,13+,4.2,none
Pig,2011,none,5.8,none
Dick Tracy Meets Gruesome,1947,none,6.2,none
Los Punks: We Are All We Have,2016,none,6.8,none
Rosebud,1975,7+,5.1,33%
Escape to Burma,1955,7+,5.7,none
Double Exposure,1982,18+,4.9,none
Love and Bullets,1979,7+,5.8,none
Not Waving but Drowning,2012,13+,6,none
My 2 Mommies,2018,none,5.7,none
The Big Night,1951,none,6.4,none
Manzil,1979,none,7.1,none
Long-Term Relationship,2006,none,6.2,none
P.U.N.K.S,1999,7+,4.9,none
Helena from the Wedding,2010,none,4.5,50%
The Racing Scene,1969,all,7.7,none
Gods,2008,none,5.8,none
Frank Sinatra: Concert for the Americas,1982,none,8.4,none
The Sweet Escape,2015,none,6.5,none
The Amish: Shunned,2014,7+,6.6,none
Catch.44,2011,18+,4.6,none
A Romance of Happy Valley,1919,none,6.1,none
The Lost Choices,2015,none,6.7,none
11:11,2004,18+,3.6,none
Fishing with Gandhi,1998,none,6.2,none
The Secret Life of Adolf Hitler,1958,none,6.6,none
Diving,2017,18+,5.7,40%
Azorian: The Raising of the K-129,2011,7+,7.3,none
Discovering Bigfoot,2017,16+,3.9,none
Inch'Allah dimanche,2001,none,5.8,none
Remittance,2016,none,7.9,none
The Time Travelers,1964,none,5.1,none
The Role,2013,none,7,none
Paddle to Seattle: Journey Through the Inside Passage,2009,7+,7.2,none
Christmas Comes But Once a Year,1936,all,7.2,none
New York Lately,2009,none,7.7,none
Blind Trust,2007,13+,5.2,none
The Great War,2020,18+,3.6,17%
Miss Conception,2008,18+,4.6,8%
The Brave One,1956,none,6.6,none
The Trojan Horse,1961,none,6,none
2 Million Stupid Women,2009,18+,5.4,none
Snow White,2005,7+,5.8,none
Salt and Fire,2016,none,4.2,32%
Foreign Intrigue,1956,none,5.9,none
Vanakkam Chennai,2013,all,5.8,none
Barnum!,1986,none,7.5,none
Living Proof,2017,none,8,none
I Always Said Yes: The Many Lives of Wakefield Poole,2013,none,7.6,none
A Deeper Shade of Blue,2011,7+,6.4,none
Lady Peacock,2014,none,5.8,none
Midway to Heaven,2011,7+,6.2,none
The Long Green Line,2008,none,7.8,none
Royal Deceit,1994,18+,5.6,none
Simulation,2017,none,6.6,none
Act of God,2009,all,5.2,65%
Camp Cool Kids,2017,7+,4.7,none
Choppertown: The Sinners,2005,none,7.3,none
Swept Under,2015,none,6.2,none
Lavell Crawford: Home for the Holidays,2017,18+,6.6,none
Holes in My Shoes,2006,none,7.8,none
The Greasy Hands Preachers,2014,all,7.8,none
Machine Gun McCain,1969,7+,6.1,none
Bollywood Beats,2009,none,5.7,none
Buddy Hackett Live and Uncensored,1983,none,8.4,none
Little Miss Dolittle,2018,none,5.9,none
Oceans Rising,2017,16+,2.4,none
Island Zero,2018,none,4.6,none
Night Eyes 4: Fatal Passion,1996,18+,4,none
RSO [Registered Sex Offender],2008,none,5.8,none
Second in Command,2006,18+,5,none
A Journey Into the Holocaust,2015,none,7.6,none
Tactical Force,2011,18+,4.8,none
Bringing Up Bobby,2011,13+,5.1,17%
The Great St. Louis Bank Robbery,1959,none,5.9,none
The Long Hair of Death,1964,none,6.3,none
Black Creek,2018,none,4.8,none
Galaxy of Horrors,2017,18+,4.6,none
Beneath the Helmet,2014,none,8,none
Brace for Impact,2016,none,4.7,none
Best Friends Forever,2013,none,5,50%
War,2014,none,6.7,none
Stranded,2001,18+,5.4,none
"Houston, We Have a Problem",2009,all,7.2,none
Flirting with Danger,2006,16+,4.8,none
The House of Violent Desire,2018,none,3.1,none
Orion,2015,18+,5.7,none
A Royal Hangover,2014,none,7.2,none
When the Bough Breaks: A Documentary About Postpartum Depression,2017,none,8.2,none
Starring Adam West,2013,7+,7.2,none
Spring 1941,2007,18+,5.9,none
The Longshot,1986,13+,5.5,none
Happy Anniversary and Goodbye,1974,none,5.8,none
Zapatista,1999,none,6.8,none
Tales of the Rat Fink,2006,none,6.6,none
The First American,2016,none,7.6,none
Everyday Rebellion,2013,none,7.4,none
Cause for Alarm,1951,none,6.5,none
The Big Lift,1950,none,6.5,none
The House on Pine Street,2015,none,5.2,none
The Arena,1974,18+,5.3,none
The Belle of Amherst,1976,none,8.2,none
The American Ruling Class,2005,all,6.9,none
Classic Albums: Rush - 2112 & Moving Pictures,2010,none,8.3,none
Kaloori,2007,none,7.3,none
The St Francisville Experiment,2000,13+,4.2,none
The Viking War,2019,none,4.4,none
Minutes Past Midnight,2016,18+,5,none
Street Dogs of South Central,2013,18+,8.8,none
Emma Smith: My Story,2008,7+,6.7,none
The Bronx Bull,2016,18+,4.8,none
Darkness Falls,1999,18+,5.7,none
Frank vs. God,2014,7+,6.1,none
A Harlot's Progress,2006,none,7,none
Flight 666,2018,none,4.3,none
David Spade: Take the Hit,1998,none,6.5,none
Baghdad Messi,2012,none,7.3,none
Bernice Bobs Her Hair,1976,none,6.8,none
Spirit of the Game,2016,7+,5.1,none
Alice Cooper: Live at Montreux 2005,2006,none,7.8,none
Babar: King of the Elephants,1999,all,6.1,none
The Showdown,2011,none,5.8,none
Uncle Bob,2010,none,6.8,none
Desire,2002,none,5.6,none
Midnight Stallion,2013,none,5,none
First Lady,2018,18+,4.7,none
Peyote,2013,none,5.8,none
Eddie Griffin: Undeniable,2018,7+,4.8,none
Jesus Fish,2008,none,8.8,none
This Thing of Ours,2005,none,5.1,40%
Adela,2008,none,7.2,none
Birds of Prey,1973,7+,6.8,none
Astronaut: The Last Push,2012,none,5.3,none
BloodRayne,2005,18+,2.9,4%
Guy X,2005,18+,5.1,42%
Committed,2011,none,5.4,none
Clint Eastwood: The Man from Malpaso,1994,none,5.6,none
X500,2016,none,6.6,none
"Silent Night, Bloody Night",1972,18+,5.6,none
The Perils of Pauline,1947,none,6.5,none
Is That You?,2014,none,6.6,38%
Marilyn Monroe Declassified,2015,none,6.9,none
A Force of One,1979,7+,5.2,none
The Medicine Game,2014,none,8.6,none
Guns Girls and Gangsters,1959,none,6.3,none
"Thank You, Mr. President: Helen Thomas at the White House",2008,none,6.7,none
Blood Feast,2016,18+,4.6,none
"DOS μια ιστορία αγάπης, απ' την ανάποδη",2011,none,5.6,none
Painted Horses,2017,none,6.6,none
The Enemy Within,1994,none,5.8,none
Beyond Boundaries: The Harvey Weinstein Scandal,2018,16+,4.1,none
Salam,2018,none,7.9,none
Coming Home for Christmas,2013,none,5.7,none
Seclusion,2015,18+,3.6,none
Blessings: The Tsoknyi Nangchen Nuns of Tibet,2009,none,7.7,none
3:19,2008,none,5.5,none
"George Lopez: It's Not Me, It's You",2012,18+,5.1,none
The Exonerated,2006,none,6.4,none
Ella Cinders,1926,none,6.7,none
Halloween at Aunt Ethel's,2019,none,4.6,none
Slappy and the Stinkers,1998,7+,5,none
Wrath of Gods,2007,all,7.7,none
The Stork Club,1945,none,6.5,none
Goodbye Carmen,2013,none,7.9,none
First Flight: A Mother Hummingbird's Story,2009,none,8.8,none
Seeing Other People,2004,18+,5.8,39%
Gregory's Two Girls,1999,none,5,none
Anuranan,2006,none,6.8,none
Unforgotten: Twenty-Five Years After Willowbrook,1997,none,6.4,none
Born Bad,2011,16+,4.4,none
A Model Daughter: The Killing of Caroline Byrne,2009,none,6.3,none
Foxtrot,1976,18+,5.9,none
The Line King: The Al Hirschfeld Story,1996,none,7.1,none
Summer of '67,2018,none,4.9,none
Erasing Eden,2016,none,5,none
Warrior Pride,2018,none,6.8,none
Shield for Murder,1954,none,6.9,none
The Big Brass Ring,1999,7+,5.3,57%
I am from Titov Veles,2007,none,6.2,none
Appointment in Tokyo,1945,none,6.8,none
Collider,2018,none,3.5,none
Fall City,2018,none,5.3,none
The Zero Boys,1986,18+,5.1,none
In Old California,1942,none,6.4,none
The Tenants,2006,18+,5.2,32%
The Death of Richie,1977,none,7,none
The Sleeping Tiger,1954,none,6.5,none
DSKNECTD,2013,none,7.2,none
Absence,2013,none,4.1,22%
Caroline?,1990,7+,7.3,67%
Quantum Apocalypse,2010,none,3,none
Morgan Murphy: Irish Goodbye,2014,none,6.7,none
The Fighting Fists Of Shanghai Joe,1973,18+,5.8,none
The Last Days of Patton,1986,7+,6.3,none
The Living Sea,1995,none,7.2,none
The Killer Reserved Nine Seats,1974,none,5.8,none
The Boogey Man,1980,18+,4.6,17%
Card Subject To Change,2010,none,6.6,none
Billy Boy,2018,18+,4.4,none
Quick Gun Murugan,2009,7+,5.9,none
Shooting Gallery,2005,18+,5.3,none
Chernobyl's Café,2016,13+,6.7,none
Sex and Consequences,2006,18+,4.6,none
Slightly Honorable,1939,none,6.1,none
Bobbie Jo and the Outlaw,1976,18+,5.3,none
Don't Look in the Basement,1973,18+,5.1,none
Final Exam,1981,18+,4.7,13%
Jogwa - The Awakening,2009,none,8.3,none
Phantom of Chinatown,1940,none,6.2,none
Concrete Blondes,2013,none,4.8,none
Richard Pryor: Icon,2014,none,6.5,none
Some of My Best Friends Are,1971,18+,5.8,none
Butterflies,2009,none,8.4,none
Killer Fish,1979,7+,4.1,none
Thalaivaa,2013,all,6.1,none
Messenger of Death,1988,18+,5.6,none
Capturing Reality,2008,none,6.8,none
Nintendo Quest,2015,7+,5.6,none
Freak,2011,none,8.2,none
Have Sword Will Travel,1969,none,7.1,none
730,2015,18+,7.2,none
Alena,2015,18+,5.5,none
Christmas Miracle,2012,none,5.4,none
The Prince and the Pauper,2000,7+,6.5,none
Invasion on Chestnut Ridge,2017,none,5.4,none
The Coconut Revolution,2000,none,8.3,none
The Sacred Science,2011,7+,7.1,none
A Date with Miss Fortune,2015,16+,5.3,none
The Runaway,2016,none,7.3,none
The North Star,1943,none,5.9,none
Abel's Island,1988,none,8,none
The Turn of the Screw,1974,none,6.2,none
Delightfully Dangerous,1945,none,6,none
Merlin and the Dragons,1991,none,6.3,none
An Ox's Tale: The John Entwistle Story,2006,none,7.5,none
Cry of the Banshee,1970,18+,5.7,none
A Violent Life,2017,none,6,60%
Beast of Burden,2018,18+,3.6,25%
Mother Krampus,2017,18+,4.5,none
Nightlight,2015,18+,4.4,14%
Beat Girl,1960,none,6,none
American Virgin,2009,18+,4.3,none
Classic Albums: Phil Collins - Face Value,1999,none,7.1,none
Beyond the Summits,2009,none,8.5,none
Hidden Love,2007,none,5.3,none
Superpower,2008,7+,7.1,none
The Great Flamarion,1945,none,6.6,none
Ghosts of Darkness,2017,none,5,none
Dog Day,1984,none,5.7,none
Jack Reed: Death and Vengeance,1996,13+,5.8,none
Moomins and the Comet Chase,2010,7+,6.1,none
Dead Before Dawn,2012,18+,4.7,none
Mighty Uke,2011,none,7.7,none
Mr. Fix It,2006,18+,5.5,none
Gold Star,2016,none,5.6,86%
Savannah Sunrise,2016,all,5.8,none
Dependent's Day,2016,none,7.1,none
Allies,2014,none,5.1,none
Los Angeles Overnight,2018,none,6,none
Adventure Scouts,2010,none,5.9,none
Monsoon,2001,18+,4.1,none
Richard Jeni: A Big Steaming Pile of Me,2005,none,7.5,none
Forgotten Plague,2016,all,7.9,none
Blood & Oil,2019,18+,5.1,53%
12 Days of Christmas Eve,2004,7+,5.6,none
Mr. Moto's Last Warning,1939,none,6.5,none
Genghis: The Legend of the Ten,2012,none,5.7,none
Stealing Cars,2016,18+,5.7,none
A Bloody Aria,2006,none,6.5,42%
Bengal Tiger,2015,none,5.1,none
Run Baby Run,1998,none,8.6,none
Kaatru Veliyidai,2017,7+,5.9,none
Spy School,2008,7+,4.5,none
Tubelight,2017,none,4,21%
Devdas,1955,none,8,none
Hell Bound,1957,none,6.4,none
A Year and Change,2015,none,6.2,none
2eleven,2015,18+,6.2,none
Pretty Outrageous,2017,none,6.1,none
City of Gold,1957,none,7.3,none
Kayal,2014,none,6.4,none
The Village of No Return,2017,none,6.2,none
Aan,1953,none,7.1,none
Soldiers Of The Damned,2017,18+,3.7,none
Smitty,2012,7+,5.3,none
Shogun's Ninja,1980,18+,6.3,none
First Response,2015,none,5.7,none
Mad Dog Morgan,1976,18+,6.1,none
Homebound,2013,all,7.8,none
Morris County,2009,none,6.7,none
The Ungodly,2007,18+,5.6,none
Parvaneh,2012,all,6.7,none
Hell Commandos,1969,none,5.2,none
Destiny Turns on the Radio,1995,18+,4.5,17%
Tokyo Raiders,2000,13+,5.9,none
Return to Paradise,1953,none,6.1,none
War of the Dead,2011,none,4.1,none
Time Kid,2003,all,5.9,none
The Forgiven,2018,18+,5.9,none
Tc Gn: Take Care Good Night,2018,none,7.5,none
Taking Earth,2017,none,2.6,none
The Liquidator,2017,none,5.6,none
Daughter of Dr. Jekyll,1957,none,5.5,none
A Haunting at Silver Falls,2013,none,4.8,none
Dirty Driving: Thundercars Of Indiana,2008,18+,7.2,none
King of the Zombies,1941,none,5.2,none
End of the Road: How Money Became Worthless,2012,none,7.2,none
Keys to Tulsa,1997,18+,5.1,10%
Manila,2009,none,6.1,none
Afterlife,2018,none,none,none
Teen Wolf Too,1987,7+,3.4,7%
The Sitter,2007,7+,4.9,none
Christmas Solo,2017,all,5.8,none
Fart: A Documentary,2016,7+,4.4,none
Hate Story IV,2018,none,3.3,none
For the Love of George,2018,16+,5.6,none
A Fall from Freedom,2011,none,8.2,none
Hot Cars,1956,none,6.5,none
Frauds,1993,18+,6,none
Bob Saget: That Ain't Right,2007,18+,6.2,none
Chatterbox!,1977,18+,5,none
A Rising Tide,2015,18+,5.6,none
C. H. Spurgeon: The People's Preacher,2009,none,8.8,none
Daisy,2016,none,8.3,none
All I Need,2016,18+,4.1,none
White Mile,1994,18+,5.9,none
The Courage to Love,2000,13+,6.2,none
The House of Exorcism,1975,18+,4.7,none
Gangster Land,2017,none,4.4,none
As You Like It,2017,none,4.6,none
The Mentor,2014,16+,5,none
Hippie Masala - Forever in India,2006,none,6.4,none
Mariah Carey's All I Want for Christmas Is You,2017,all,5.3,none
A Life at Stake,1955,none,5.8,none
Brides of Blood,1968,none,5.1,none
The Six Wives of Henry Lefay,2009,13+,5.1,none
American Meltdown,2004,18+,5.3,none
Ultrasuede: In Search of Halston,2011,none,5.3,33%
Little Girl,2009,none,7.1,none
Queen of Spades,2016,none,6.1,none
Tricks of the Trade,1988,18+,5.9,none
Laser Mission,1989,18+,3.5,none
Hardflip,2012,13+,5.5,none
Among Us,2017,18+,4.2,none
Westinghouse,2008,none,7.5,none
Dad's in Heaven With Nixon,2007,13+,7.5,none
"Bruce Lee: The Man, The Myth",1976,18+,5.2,none
New Hope,2012,none,5.8,none
Time Toys,2017,none,4.5,none
The Christmas Dragon,2014,none,4.7,none
Lonely Boy,2013,none,6.8,none
Beta,1992,none,6.3,none
The Sighting,2015,none,4.3,none
The arrival of Wang,2012,none,5.8,none
Violets Are Blue,1986,13+,5.9,57%
Baazi,1995,none,6.6,none
108 Stitches,2014,18+,4.3,none
Humraaz,2002,none,6.3,none
Nowhere Safe,2014,none,5.6,none
Hopalong Cassidy Returns,1936,none,7.2,none
The Picture of Dorian Gray,1973,none,6.4,none
A Million to Juan,1994,7+,5.6,none
Periods.,2014,none,7.3,none
Scorpion,2007,18+,5.4,none
Black & White: The Dawn of Justice,2014,13+,5.7,none
Devil in the Dark,2017,none,4.7,none
My Dad's a Soccer Mom,2014,7+,5.3,none
Angel Dog,2011,7+,5.8,none
Wrong Turn at Tahoe,2009,18+,6.1,none
Sons of Cuba,2009,none,7.6,none
Vitality,2012,none,7.3,none
Adolf Hitler: Pure Evil,2016,16+,8.3,none
John Apple Jack,2013,none,5.6,none
Innocents in Paris,1953,none,5.9,none
Mixed Company,1974,7+,6,none
Earthrise,2014,none,3.6,none
Full of Grace,2015,none,5.7,none
Eating Alabama,2012,7+,7.6,none
Our Gang Follies of 1936,1935,none,7.3,none
Fugitive Mind,1999,13+,4.5,none
New Fist of Fury,1976,18+,5.6,none
Loved Up,1995,none,6.8,none
Abbott and Costello Christmas Show,1952,none,none,none
Adam Ferrara: Funny As Hell,2009,none,7.3,none
Ass Backwards,2013,none,4.2,26%
Lost Fare,2018,none,4.6,none
Out in the Open,2013,none,7.3,none
American Experience: Rachel Carson,2017,7+,7.6,none
Terrortory 2,2018,none,4.5,none
Gun of the Black Sun,2011,none,6.1,none
Michael Ian Black: Noted Expert,2016,18+,6.3,none
Instant Death,2017,none,4.1,none
For One Night,2006,16+,6.4,none
December 7th,1943,none,6.1,none
Cherry Crush,2007,18+,5.5,none
(A)sexual,2011,none,6,none
Big Bang,2007,none,6.7,none
Imprint,2007,13+,5.7,none
Affluenza,2014,none,4.7,20%
Miso Hungry,2016,13+,7.1,none
Night of Fear,1972,none,5.9,none
Bad Blood: A Cautionary Tale,2010,none,8.1,none
Goodbye Love,1933,none,5.6,none
Apache Woman,1976,none,5.2,none
Tart,2001,18+,4.7,none
Little Mermaid,2016,none,4.1,none
Eyes of the Mothman,2011,none,6.3,none
Soda Springs,2012,7+,6.1,none
Pacific Warriors,2015,none,7.3,none
Criminally Insane,1975,18+,5.7,none
The Sixth Man: Bluesanity,2013,none,8.6,none
Murders in the Rue Morgue,1971,13+,5.2,20%
Blackmark,2018,none,4.4,none
Needle Through Brick,2009,none,8.1,none
Dominion,2015,none,3.4,none
Savage Sisters,1974,18+,5,none
"Surprise, Surprise",2009,18+,5,none
"Out of Mind, Out of Sight",2014,7+,7.2,none
The Corpse Grinders,1971,18+,4,17%
Punk's Dead: SLC Punk 2,2016,none,4.8,none
Wives Under Suspicion,1938,none,6.2,none
The Pit,2009,none,6.4,none
Ava's Impossible Things,2016,18+,3.7,none
Warriors of the Year 2072,1984,none,4.9,none
Who Gets the Dog?,2016,7+,4.9,none
Agent of Influence,2002,none,6.4,none
The Unbookables,2012,none,6.8,none
Fray,2012,none,6.1,none
